Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-openhie.fhir.zambia-immunizations.json	27274	-	0	0	0	0	0	0	4	90	0	0	0	0	0	0	0	1	0	0	160	111	0	0	0	6	0	0
fsh-generated/resources/Bundle-HPVFullBundleExample.json	9211	39	1	0	0	0	0	0	1	641	0	0	0	0	0	0	0	0	0	0	52	46	0	0	0	0	0	0
fsh-generated/resources/Bundle-Smartcare.json	21193	48	0	0	0	0	0	0	1	859	0	0	0	0	0	0	0	0	0	0	118	56	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-cs-home-language.json	1742	10	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	1	0	0	16	1151	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-proprietary-education-level-attained.json	1228	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	60	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-proprietary-hpv-vaccination-site.json	714	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	45	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-cs-proprietary-smartcare-vaccination-site.json	669	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	39	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-ProprietaryEducationLevelToLOINCEducationLevel.json	4452	17	1	0	0	0	0	0	1	721	0	0	0	0	0	0	0	0	0	0	28	38	0	1	0	1	0	0
fsh-generated/resources/Coverage-MedicalInsuranceExample.json	574	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0
fsh-generated/resources/Encounter-HPVTargetFacilityEncounterExample.json	645	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0
fsh-generated/resources/Encounter-SmartcareTargetFacilityEncounterExample.json	571	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Immunization-HPVImmunizationExample.json	1050	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
fsh-generated/resources/Immunization-VaccinesExample.json	756	65	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
fsh-generated/resources/Medication-HPVVaccineExample.json	368	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0
fsh-generated/resources/Observation-DatePatientFirstMarriedObservationExample.json	911	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Observation-GenericObservationExample.json	863	4	1	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Observation-GuardianOccupationObservationExample.json	897	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Observation-HPVImmunocomprommisedExample.json	918	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0
fsh-generated/resources/Observation-PatientEducationalLevelObservationExample.json	1123	5	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
fsh-generated/resources/Observation-PatientHomeLanguageObservationExample.json	1066	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/Observation-SpouseOccupationObservationExample.json	900	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0
fsh-generated/resources/Organization-HPVVaccinationSiteTypeExample.json	464	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Organization-MedicalInsuranceCompanyExample.json	814	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Organization-OrganizationExample.json	777	5	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Organization-SmartcareVaccinationSiteTypeExample.json	481	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0
fsh-generated/resources/Patient-HPVImmunizationPatientExample.json	1742	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0
fsh-generated/resources/Patient-ImmunizationPatientExample.json	1292	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/Patient-SmartcareImmunizationPatientExample.json	2287	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-ChiefAtBirthRelatedPersonExample.json	541	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-HPVGuardianRelatedPersonExample.json	601	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-PatientFatherRelatedPersonExample.json	571	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-PatientMotherRelatedPersonExample.json	598	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-RelationToPatientExample.json	554	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-RelativeRelatedPersonExample.json	599	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-SmartcareGuardianRelatedPersonExample.json	604	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-SpouseRelatedPersonExample.json	676	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-administrative-sex.json	1895	7	0	0	1	0	0	12	0	30	0	0	0	0	0	0	0	0	0	0	51	1024	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-born-in-zambia.json	1652	4	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	1	0	0	48	161	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-chief-at-birth-relation-to-patient.json	1881	4	0	0	0	0	0	308	0	70	0	0	1	0	0	0	0	0	0	0	249	677	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-date-patient-first-married.json	4382	8	0	0	0	0	0	242	0	130	0	0	0	0	0	0	0	1	0	0	420	1105	0	0	0	13	0	1
fsh-generated/resources/StructureDefinition-father-relation-to-patient.json	1893	4	0	0	0	0	0	68	0	69	0	0	0	0	0	0	0	0	0	0	249	511	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-generic-social-history-observation-profile.json	2517	8	1	0	0	0	0	94	0	85	0	0	0	0	0	0	0	1	0	0	308	518	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-guardian-occupation.json	2904	6	0	0	0	0	0	102	0	116	0	0	0	0	0	0	0	1	0	0	401	422	0	0	0	14	0	0
fsh-generated/resources/StructureDefinition-guardian-relation-to-patient.json	2138	5	0	0	0	0	0	67	0	68	0	0	0	0	0	0	0	0	0	0	263	251	0	0	0	9	1	1
fsh-generated/resources/StructureDefinition-healthcare-service-provider.json	3165	11	0	0	0	0	0	62	0	87	0	0	0	0	0	0	0	0	0	0	264	211	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-hpv-full-bundle.json	8706	24	0	0	0	0	0	386	0	293	0	0	1	0	0	0	0	3	0	0	1206	1656	0	0	0	40	0	1
fsh-generated/resources/StructureDefinition-hpv-immunization-patient.json	6116	11	0	0	0	0	0	238	0	152	0	0	0	0	0	0	0	1	0	0	532	696	0	0	0	15	0	1
fsh-generated/resources/StructureDefinition-hpv-immunization.json	2463	5	0	0	0	0	0	148	0	74	0	0	0	0	0	0	0	0	0	0	258	362	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-hpv-immunocomprommised.json	3538	6	0	0	0	0	0	96	0	114	0	0	0	0	0	0	0	1	0	0	410	488	0	0	0	12	0	0
fsh-generated/resources/StructureDefinition-hpv-vaccination-patient-registration-date.json	1778	4	1	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	47	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-hpv-vaccination-site-type.json	1633	5	0	0	0	0	0	31	0	58	0	0	0	0	0	0	0	0	0	0	132	183	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-hpv-vaccine-details.json	1544	7	0	0	0	0	0	34	0	40	0	0	0	0	0	0	0	1	0	0	151	197	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-immunization-patient.json	6296	17	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	394	509	0	0	1	11	0	0
fsh-generated/resources/StructureDefinition-is-estimated-date-of-birth.json	1758	7	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	48	69	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-medical-insurance-company.json	3203	10	0	0	0	0	0	63	0	60	0	0	0	0	0	0	0	1	0	0	264	283	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-medical-insurance.json	2627	9	0	0	0	0	0	105	0	74	0	0	1	0	0	0	0	0	0	0	267	294	0	0	0	7	1	0
fsh-generated/resources/StructureDefinition-mother-relation-to-patient.json	2015	7	0	0	0	0	0	61	0	67	0	0	0	0	0	0	0	1	0	0	246	316	0	0	0	6	0	1
